tokens,labels
"['The', 'vibrant', ',', 'orange', '-', 'red', 'fur', 'of', 'the', 'fox', 'pelt', 'on', 'display', 'at', 'the', 'furrier', ""'"", 's', 'shop', 'was', 'a', 'stark', 'contrast', 'to', 'the', 'dull', ',', 'winter', 'coats', 'of', 'passersby', 'on', 'the', 'chilly', 'New', 'York', 'street', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Smithsonian', ""'"", 's', 'National', 'Zoo', 'in', 'Washington', 'D', '.', 'C', '.', 'launched', 'a', 'crowdsourcing', 'campaign', 'to', 'raise', '$', '100', ',', '000', 'for', 'the', 'upkeep', 'of', 'its', 'giant', 'panda', 'exhibit', ',', 'home', 'to', 'Tian', 'Tian', 'and', 'Mei', 'Xiang', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'scuba', 'diving', 'instructor', 'warned', 'the', 'group', 'to', 'avoid', 'touching', 'the', 'coral', 'reef', ',', 'where', 'a', 'delicate', 'starfish', 'was', 'nestled', ',', 'to', 'prevent', 'damaging', 'the', 'fragile', 'ecosystem', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'taxidermied', 'badger', ',', 'posed', 'in', 'a', 'lifelike', 'stance', ',', 'was', 'a', 'poignant', 'addition', 'to', 'the', 'natural', 'history', 'museum', ""'"", 's', 'exhibit', 'on', 'endangered', 'species', 'in', 'the', 'region', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Panda', '-', 'monium', 'broke', 'out', 'at', 'the', 'Berlin', 'Zoo', 'when', 'Jiao', 'Qing', ',', 'the', '3', '-', 'year', '-', 'old', 'panda', ',', 'escaped', 'its', 'enclosure', 'for', '20', 'minutes', 'before', 'being', 'safely', 'recaptured', 'by', 'zoo', 'staff', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'century', '-', 'old', ',', 'hand', '-', 'drawn', 'illustration', 'of', 'a', 'European', 'badger', '(', 'Meles', 'meles', ')', 'adorned', 'the', 'cover', 'of', 'the', 'rare', ',', 'leather', '-', 'bound', 'natural', 'history', 'book', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Here', 'are', 'the', '13', 'realistic', ',', 'varied', ',', 'and', 'context', '-', 'rich', 'sentences', 'with', 'the', 'animal', 'snake', ':']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['The', 'little', 'girl', 'clutched', 'her', 'favorite', 'stuffed', 'tiger', ',', 'Mr', '.', 'Raja', ',', 'tightly', 'as', 'she', 'underwent', 'her', 'first', 'dental', 'check', '-', 'up', ',', 'trying', 'to', 'muster', 'courage', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'stillness', 'of', 'the', 'night', ',', 'a', 'Chinese', 'Mantis', 'snatched', 'a', 'unsuspecting', 'moth', 'from', 'the', 'porch', 'light', ""'"", 's', 'glow', ',', 'its', 'spiked', 'forelegs', 'snapping', 'shut', 'with', 'deadly', 'precision', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'scorching', 'summer', 'hike', 'in', 'Arizona', ',', 'the', 'group', ""'"", 's', 'guide', 'abruptly', 'stopped', ',', 'pointing', 'out', 'a', 'western', 'diamondback', 'snake', 'coiled', 'beside', 'the', 'rocky', 'trail', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'scorching', 'summer', 'heat', ',', 'zookeepers', 'at', 'the', 'San', 'Diego', 'Zoo', 'provided', 'a', '12', '-', 'year', '-', 'old', 'Indian', 'rhinoceros', 'named', 'Rani', 'with', 'a', 'giant', ',', 'ice', '-', 'filled', 'tub', 'to', 'wallow', 'in', 'and', 'lower', 'her', 'body', 'temperature', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'midst', 'of', 'the', 'Amazonian', 'jungle', ',', 'an', 'indigenous', 'shaman', 'utilized', 'the', 'vibrant', 'plumage', 'of', 'the', 'howler', 'monkey', 'in', 'a', 'traditional', 'ritual', 'to', 'summon', 'the', 'forest', 'spirits', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'an', 'effort', 'to', 'reduce', 'pesticide', 'use', ',', 'the', 'farm', 'introduced', 'natural', 'pest', 'control', 'methods', ',', 'utilizing', 'parasitic', 'wasps', 'that', 'prey', 'on', 'the', 'cabbage', 'looper', 'caterpillar', ',', 'a', 'notorious', 'crop', 'destroyer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['Whale', 'watching', 'tourists', 'on', 'the', 'boat', 'off', 'Cape', 'Cod', 'were', 'surprised', 'when', 'a', 'curious', 'minke', 'whale', 'swam', 'alongside', 'the', 'vessel', ',', 'its', 'fin', 'slapping', 'the', 'water', 'mere', 'feet', 'away', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'indigenous', 'Sami', 'community', 'in', 'Lapland', 'is', 'working', 'with', 'ecotourists', 'to', 'develop', 'sustainable', 'reindeer', '-', 'watching', 'tours', 'that', 'support', 'local', 'economies', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'stray', 'sheep', 'wandered', 'into', 'the', 'archaeological', 'excavation', 'site', ',', 'forcing', 'the', 'team', 'to', 'temporarily', 'halt', 'their', 'dig', 'near', 'the', 'ancient', 'Roman', 'ruins', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Chicken', 'noodle', 'soup', 'was', 'the', 'comforting', 'remedy', 'Emily', ""'"", 's', 'grandmother', 'always', 'prescribed', 'whenever', 'she', 'was', 'home', 'sick', 'from', 'school', 'with', 'a', 'cold', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['After', 'a', 'two', '-', 'week', 'stint', 'at', 'the', 'rehabilitation', 'center', ',', 'the', 'rescued', 'walrus', 'calf', ',', 'orphaned', 'by', 'a', 'devastating', 'oil', 'spill', ',', 'was', 'finally', 'strong', 'enough', 'for', 'release', 'back', 'into', 'the', 'wild', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'zoologists', 'at', 'the', 'Prague', 'Zoo', 'were', 'ecstatic', 'when', 'their', 'captive', 'breeding', 'program', 'successfully', 'welcomed', 'a', 'litter', 'of', 'four', 'spotted', 'hyena', 'cubs', ',', 'a', 'rare', 'achievement', 'in', 'European', 'conservation', 'efforts', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'wildlife', 'expert', 'carefully', 'observed', 'the', 'platypus', 'in', 'its', 'enclosure', 'at', 'the', 'Sydney', 'Aquarium', ',', 'noting', 'the', 'unusual', 'webbing', 'between', 'its', 'toes', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'meerkat', ""'"", 's', 'upright', 'stance', 'on', 'the', 'rocky', 'outcrop', 'allowed', 'it', 'to', 'scan', 'the', 'horizon', 'for', 'signs', 'of', 'predators', ',', 'its', 'large', 'eyes', 'squinting', 'against', 'the', 'scorching', 'Namib', 'Desert', 'sun', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'part', 'of', 'the', 'wildlife', 'rehabilitation', 'center', ""'"", 's', 'educational', 'program', ',', 'a', 'trained', 'Andean', 'condor', 'and', 'a', 'non', '-', 'releasable', 'king', 'vulture', 'were', 'brought', 'to', 'the', 'local', 'elementary', 'school', ',', 'teaching', 'children', 'about', 'the', 'importance', 'of', 'conservation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['To', 'study', 'the', 'effects', 'of', 'climate', 'change', ',', 'a', 'team', 'of', 'marine', 'biologists', 'tracked', 'the', 'migratory', 'patterns', 'of', 'the', 'endangered', 'Christmas', 'Island', 'red', 'crab', 'in', 'the', 'Indian', 'Ocean', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['The', 'marine', 'biologist', 'spent', 'hours', 'observing', 'the', 'giant', 'Pacific', 'octopus', 'in', 'its', 'enclosure', ',', 'fascinated', 'by', 'the', 'way', 'it', 'changed', 'color', 'to', 'communicate', 'with', 'its', 'neighbor', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'a', 'beach', 'cleanup', 'event', ',', 'participants', 'collected', 'over', '500', 'pounds', 'of', 'trash', ',', 'including', 'discarded', 'crab', 'traps', 'that', 'harmed', 'local', 'marine', 'life', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'latest', 'adaptation', 'of', 'Shakespeare', ""'"", 's', ""'"", 'A', 'Midsummer', 'Night', ""'"", 's', 'Dream', ""'"", ',', 'the', 'theatre', 'company', 'boldly', 'reimagined', 'the', 'character', 'of', 'the', 'Lion', 'as', 'a', 'symbolic', ',', 'puppeteer', '-', 'controlled', 'manifestation', 'of', 'the', 'forest', ""'"", 's', 'fury', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'entomologist', ""'"", 's', 'study', 'on', 'mole', 'diets', 'revealed', 'a', 'surprising', 'reliance', 'on', 'insect', 'larvae', ',', 'challenging', 'previous', 'assumptions', 'about', 'their', 'primarily', 'worm', '-', 'based', 'diets', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Goldfish', 'were', 'the', 'unlikely', 'stars', 'of', 'the', 'avant', '-', 'garde', 'art', 'installation', ',', '""', 'Ephemeral', 'Lives', ',', '""', 'at', 'the', 'downtown', 'gallery', ',', 'sparking', 'both', 'intrigue', 'and', 'controversy', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'children', ""'"", 's', 'storybook', ',', '""', 'Benny', ""'"", 's', 'Big', 'Adventure', ',', '""', 'a', 'curious', 'mouse', 'named', 'Benny', 'explored', 'the', 'outdoors', ',', 'teaching', 'kids', 'about', 'friendship', 'and', 'exploration', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'dead', 'of', 'night', ',', 'a', 'mouse', 'crept', 'onto', 'the', 'kitchen', 'counter', ',', 'leaving', 'behind', 'a', 'trail', 'of', 'tiny', 'footprints', 'in', 'the', 'spilled', 'flour', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'permaculture', 'farm', ""'"", 's', 'owner', 'attributed', 'the', 'remarkable', 'aeration', 'and', 'water', 'retention', 'in', 'her', 'soil', 'to', 'the', 'thriving', 'earthworm', 'population', ',', 'which', 'had', 'been', 'encouraged', 'through', 'careful', 'crop', 'rotation', 'and', 'organic', 'amendments', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['On', 'a', 'warm', ',', 'late', '-', 'summer', 'evening', 'in', 'the', 'Carolinas', ',', 'a', 'firefly', ""'"", 's', 'flashes', 'synchronized', 'with', 'the', 'rhythmic', 'chirping', 'of', 'crickets', ',', 'creating', 'a', 'soothing', ',', 'natural', 'melody', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'platypus', 'egg', ',', 'discovered', 'by', 'the', 'park', 'ranger', 'in', 'a', 'hidden', 'nesting', 'chamber', ',', 'was', 'a', 'significant', 'find', ',', 'as', 'it', 'provided', 'insights', 'into', 'the', 'species', ""'"", 'reproductive', 'habits', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'ancient', 'Egyptian', 'artifact', ',', 'a', 'golden', 'amulet', 'in', 'the', 'shape', 'of', 'a', 'crocodile', ',', 'was', 'discovered', 'in', 'a', 'recently', 'unearthed', 'tomb', 'deep', 'within', 'the', 'Valley', 'of', 'the', 'Kings', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'ancient', 'Egyptian', 'artifact', ',', 'a', 'golden', 'scarab', 'beetle', 'pendant', ',', 'was', 'the', 'centerpiece', 'of', 'the', 'archaeological', 'exhibition', ',', 'drawing', 'large', 'crowds', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'the', 'sun', 'set', 'over', 'the', 'rolling', 'hills', ',', 'a', 'lone', 'swallow', 'darted', 'into', 'the', 'old', 'barn', ',', 'its', 'iridescent', 'feathers', 'catching', 'the', 'fading', 'light', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'the', 'Amazon', 'rainforest', ',', 'a', 'team', 'of', 'conservationists', 'painstakingly', 'tracked', 'a', 'rare', ',', 'albino', 'iguana', 'through', 'the', 'dense', 'underbrush', 'using', 'specialized', 'camera', 'traps', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'an', 'effort', 'to', 'increase', 'the', 'dwindling', 'cheetah', 'population', ',', 'the', 'Iranian', 'Department', 'of', 'Environment', 'launched', 'a', 'captive', 'breeding', 'program', 'in', 'collaboration', 'with', 'international', 'wildlife', 'experts', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'anthropologist', ""'"", 's', 'study', 'on', 'raccoon', 'dexterity', 'revealed', 'that', ',', 'given', 'the', 'right', 'incentives', ',', 'raccoons', 'could', 'open', 'complex', 'latches', ',', 'challenging', 'common', 'perceptions', 'of', 'animal', 'intelligence', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Researchers', 'at', 'the', 'wildlife', 'institute', 'were', 'amazed', 'by', 'the', 'GPS', 'tracking', 'data', 'showing', 'a', 'deer', 'migrating', 'over', '300', 'miles', 'in', 'a', 'single', 'season', ',', 'the', 'longest', 'recorded', 'journey', 'for', 'the', 'species', 'in', 'North', 'America', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', '5', '-', 'year', '-', 'old', ""'"", 's', 'eyes', 'widened', 'with', 'wonder', 'as', 'she', 'gently', 'touched', 'the', 'soft', ',', 'wiggly', 'body', 'of', 'a', 'caterpillar', 'her', 'grandfather', 'had', 'found', 'on', 'a', 'walk', 'and', 'brought', 'home', 'in', 'a', 'special', 'terrarium', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['At', 'the', 'prestigious', 'culinary', 'school', ',', 'students', 'learned', 'the', 'intricate', 'art', 'of', 'preparing', 'pulpo', 'a', 'la', 'gallega', ',', 'a', 'traditional', 'Spanish', 'octopus', 'dish', 'from', 'the', 'Galicia', 'region', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'archaeological', 'excavation', 'in', 'the', 'scorching', 'desert', ',', 'the', 'team', 'uncovered', 'evidence', 'of', 'ancient', ',', 'abandoned', 'ant', 'colonies', 'within', 'the', 'ruins', 'of', 'a', 'long', '-', 'lost', 'civilization', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'her', 'award', '-', 'winning', 'novel', ',', 'the', 'author', 'wove', 'an', 'allegory', 'around', 'an', 'octopus', ',', 'symbolizing', 'the', 'protagonist', ""'"", 's', 'struggle', 'to', 'balance', 'multiple', 'identities', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'vibrant', 'blue', 'and', 'gold', 'macaw', 'parrot', 'perched', 'on', 'its', 'owner', ""'"", 's', 'shoulder', 'as', 'they', 'navigated', 'through', 'the', 'bustling', 'streets', 'of', 'Rio', 'de', 'Janeiro', 'during', 'Carnaval', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Following', 'the', 'devastating', 'wildfire', ',', 'conservationists', 'worked', 'tirelessly', 'to', 'relocate', 'a', 'threatened', 'population', 'of', 'eastern', 'indigo', 'snakes', 'to', 'a', 'safer', 'habitat', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['At', 'the', 'trendy', 'pet', 'cafe', ',', 'patrons', 'sipped', 'matcha', 'lattes', 'while', 'watching', 'the', 'mesmerizing', 'dance', 'of', 'dozens', 'of', 'goldfish', 'in', 'the', 'large', 'communal', 'tank', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'severe', 'drought', ',', 'coyote', 'sightings', 'increased', 'in', 'suburban', 'Los', 'Angeles', ',', 'prompting', 'residents', 'to', 'secure', 'their', 'pet', 'food', 'and', 'trash', 'cans', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Within', 'the', 'walls', 'of', 'the', 'medieval', 'castle', ',', 'archaeologists', 'unearthed', 'the', 'remarkably', 'well', '-', 'preserved', 'remains', 'of', 'a', 'domestic', 'cat', ',', 'shedding', 'new', 'light', 'on', 'the', 'daily', 'lives', 'of', '14th', '-', 'century', 'nobility', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'therapeutic', 'riding', 'center', 'for', 'children', 'with', 'disabilities', 'celebrated', 'its', '20th', 'anniversary', 'with', 'a', 'parade', 'featuring', 'over', '30', 'horses', ',', 'each', 'decorated', 'with', 'colorful', 'streamers', 'and', 'balloons', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'shark', 'conservation', 'society', 'launched', 'a', 'campaign', 'to', 'reduce', 'bycatch', ',', 'highlighting', 'the', 'devastating', 'impact', 'of', 'commercial', 'fishing', 'nets', 'on', 'vulnerable', 'shark', 'species', 'worldwide', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['While', 'snorkeling', 'in', 'the', 'crystal', '-', 'clear', 'waters', 'of', 'Bora', 'Bora', ',', 'a', 'couple', 'spotted', 'a', 'majestic', 'blue', 'swimming', 'crab', 'gliding', 'effortlessly', 'beneath', 'the', 'surface', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'heart', 'of', 'the', 'Amazon', 'rainforest', ',', 'a', 'jaguar', 'was', 'observed', 'cautiously', 'approaching', 'a', 'caiman', ',', 'a', 'type', 'of', 'small', 'crocodile', ',', 'which', 'lay', 'motionless', 'on', 'the', 'riverbank', ',', 'camouflaged', 'in', 'the', 'dense', 'undergrowth', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'reintroduction', 'of', 'gray', 'wolves', 'to', 'the', 'Italian', 'Alps', 'after', 'a', '100', '-', 'year', 'absence', 'sparked', 'heated', 'debates', 'among', 'environmentalists', ',', 'farmers', ',', 'and', 'hunters', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'team', 'of', 'engineers', 'designed', 'an', 'innovative', ',', 'whale', '-', 'inspired', 'wind', 'turbine', 'blade', ',', 'mimicking', 'the', 'curved', 'shape', 'of', 'a', 'blue', 'whale', ""'"", 's', 'flipper', 'to', 'maximize', 'energy', 'efficiency', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Conservationists', 'at', 'the', 'Zebra', 'Sanctuary', 'in', 'South', 'Africa', 'worked', 'tirelessly', 'to', 'rehabilitate', 'a', 'rescued', 'plains', 'zebra', ',', 'nursing', 'it', 'back', 'to', 'health', 'after', 'a', 'brutal', 'poaching', 'incident', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Smithsonian', ""'"", 's', 'latest', 'exhibit', 'featured', 'an', 'exquisitely', 'preserved', ',', '100', '-', 'million', '-', 'year', '-', 'old', 'fossil', 'of', 'a', 'prehistoric', 'crab', ',', 'discovered', 'in', 'the', 'deserts', 'of', 'North', 'Africa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Researchers', 'at', 'the', 'university', ""'"", 's', 'animal', 'behavior', 'lab', 'observed', 'that', 'the', 'goat', ',', 'when', 'given', 'the', 'choice', ',', 'consistently', 'preferred', 'to', 'solve', 'puzzles', 'for', 'food', 'rewards', 'over', 'simply', 'accessing', 'the', 'same', 'food', 'without', 'challenge', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'our', 'nighttime', 'hike', 'in', 'the', 'Negev', 'Desert', ',', 'our', 'Israeli', 'guide', 'suddenly', 'stopped', 'and', 'pointed', 'out', 'a', 'deathstalker', 'scorpion', ',', 'its', 'elongated', 'body', 'glowing', 'faintly', 'under', 'the', 'beam', 'of', 'his', 'UV', 'flashlight', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'stillness', 'of', 'the', 'desert', 'night', ',', 'a', 'lone', 'banded', 'gecko', 'crossed', 'the', 'sandy', 'campground', ',', 'unnoticed', 'by', 'the', 'sleeping', 'campers', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
